title,distributor,distributor_filter,genre,genre1_index,genre2_index,genre1,genre2,rating,running_time,production_year,release_date,month,day,production_budget,domestic_income,inflation_domestic_income,formatted_production_budget,formatted_domestic_income,formatted_inflation_domestic_income,director,link,image
Star Trek: First Contact,Paramount Pictures,Paramount Pictures,"Sci-Fi, Adventure",11,1,Sci-Fi,Adventure,PG-13,113,1996,19961122,11,22,0,92027888,169249700, $ ---------------     ,"$92,027,888 ","$169,249,700 ",Jonathan Frakes,,
Space Jam,Warner Bros.,Warner Bros.,Comedy,3,,Comedy,,PG,88,1996,19961115,11,15,0,90418342,166200800, $ ---------------     ,"$90,418,342 ","$166,200,800 ",Joe Pytka,,
The English Patient,Miramax,Other,Romance,10,,Romance,,R,162,1996,19961115,11,15,27000000,78676425,141243400,"$27,000,000 ","$78,676,425 ","$141,243,400 ",Anthony Minghella,,
Broken Arrow (1996),Fox,Fox,Action,0,,Action,,R,108,1996,19960209,2,9,0,70770147,130652600, $ ---------------     ,"$70,770,147 ","$130,652,600 ",John Woo,,
Beavis and Butt-Head Do America,Paramount Pictures,Paramount Pictures,Animation,2,,Animation,,PG-13,80,1996,19961220,12,20,12000000,63118386,114324000,"$12,000,000 ","$63,118,386 ","$114,324,000 ","Mike Judge, Mike de Seve, Brian Mulroney",,
Jingle All the Way,Fox,Fox,Comedy,3,,Comedy,,PG,88,1996,19961122,11,22,60000000,60592389,111156100,"$60,000,000 ","$60,592,389 ","$111,156,100 ",Brian Levant,,
The Cable Guy,Sony Pictures,Sony Pictures,Comedy,3,,Comedy,,PG-13,96,1996,19960614,6,14,47000000,60240295,111212800,"$47,000,000 ","$60,240,295 ","$111,212,800 ",Ben Stiller,,
Courage Under Fire,Fox,Fox,"War, Drama",13,6,War,Drama,R,117,1996,19960712,7,12,0,59031057,108980400, $ ---------------     ,"$59,031,057 ","$108,980,400 ",Edward Zwick,,
Jack,Buena Vista,Buena Vista,Comedy,3,,Comedy,,PG-13,113,1996,19960809,8,9,45000000,58620973,108223300,"$45,000,000 ","$58,620,973 ","$108,223,300 ",Francis Ford Coppola,,
Titanic,Paramount Pictures,Paramount Pictures,Romance,10,,Romance,,PG-13,194,1997,19971219,12,19,200000000,600788188,1047302400,"$200,000,000 ","$600,788,188 ","$1,047,302,400 ",James Cameron,,
Men in Black,Sony Pictures,Sony Pictures,"Sci-Fi, Comedy",11,3,Sci-Fi,Comedy,PG-13,97,1997,19970702,7,2,90000000,250690539,445672100,"$90,000,000 ","$250,690,539 ","$445,672,100 ",Barry Sonnenfeld,,
The Lost World: Jurassic Park,Universal,Universal,"Sci-Fi, Horror",11,8,Sci-Fi,Horror,PG-13,129,1997,19970523,5,23,73000000,229086679,407265200,"$73,000,000 ","$229,086,679 ","$407,265,200 ",Steven Spielberg,,
Liar Liar,Universal,Universal,"Fantasy, Comedy",7,3,Fantasy,Comedy,PG-13,86,1997,19970321,3,21,0,181410615,314603100, $ ---------------     ,"$181,410,615 ","$314,603,100 ",Tom Shadyac,,
Air Force One,Sony Pictures,Sony Pictures,"Action, Thriller",0,12,Action,Thriller,R,124,1997,19970725,7,25,85000000,172956409,307409000,"$85,000,000 ","$172,956,409 ","$307,409,000 ",Wolfgang Petersen,,
As Good as It Gets,Sony Pictures,Sony Pictures,"Romance, Comedy",10,3,Romance,Comedy,PG-13,139,1997,19971223,12,23,50000000,148478011,258467600,"$50,000,000 ","$148,478,011 ","$258,467,600 ",James L. Brooks,,
Good Will Hunting,Miramax,Other,Drama,6,,Drama,,R,126,1997,19971205,12,5,0,138433435,240856500, $ ---------------     ,"$138,433,435 ","$240,856,500 ",Gus Van Sant,,
Star Wars (Special Edition),Fox,Fox,"Sci-Fi, Fantasy",11,7,Sci-Fi,Fantasy,PG,125,1997,19970131,1,31,0,138257865,245791800, $ ---------------     ,"$138,257,865 ","$245,791,800 ",George Lucas,,
My Best Friend's Wedding,Sony Pictures,Sony Pictures,"Romance, Comedy",10,3,Romance,Comedy,PG-13,105,1997,19970620,6,20,38000000,127120029,225991200,"$38,000,000 ","$127,120,029 ","$225,991,200 ",P.J. Hogan,,
Tomorrow Never Dies,MGM,Other,Action,0,,Action,,PG-13,119,1997,19971219,12,19,0,125304276,219595200, $ ---------------     ,"$125,304,276 ","$219,595,200 ",Roger Spottiswoode,,
Face/Off,Paramount Pictures,Paramount Pictures,Action,0,,Action,,R,138,1997,19970627,6,27,80000000,112276146,199602000,"$80,000,000 ","$112,276,146 ","$199,602,000 ",John Woo,,
Batman and Robin,Warner Bros.,Warner Bros.,"Action, Adventure",0,1,Action,Adventure,PG-13,125,1997,19970620,6,20,125000000,107325195,190800300,"$125,000,000 ","$107,325,195 ","$190,800,300 ",Joel Schumacher,,
George of the Jungle,Buena Vista,Buena Vista,Comedy,3,,Comedy,,PG,92,1997,19970718,7,18,55000000,105263257,187134700,"$55,000,000 ","$105,263,257 ","$187,134,700 ",Sam Weisman,,
Scream 2,Dimension Films,Other,Horror,8,,Horror,,R,120,1997,19971212,12,12,24000000,101363301,178709900,"$24,000,000 ","$101,363,301 ","$178,709,900 ",Wes Craven,,
Con Air,Buena Vista,Buena Vista,Action,0,,Action,,R,115,1997,19970606,6,6,75000000,101117573,179764600,"$75,000,000 ","$101,117,573 ","$179,764,600 ",Simon West,,
Contact,Warner Bros.,Warner Bros.,Sci-Fi,11,,Sci-Fi,,PG,150,1997,19970711,7,11,90000000,100920329,179413900,"$90,000,000 ","$100,920,329 ","$179,413,900 ",Robert Zemeckis,,
Hercules,Buena Vista,Buena Vista,Animation,2,,Animation,,G,92,1997,19970615,6,15,85000000,99112101,176199300,"$85,000,000 ","$99,112,101 ","$176,199,300 ","Ron Clements, John Musker",,
Flubber,Buena Vista,Buena Vista,Comedy,3,,Comedy,,PG,93,1997,19971126,11,26,0,92977226,164332800, $ ---------------     ,"$92,977,226 ","$164,332,800 ",Les Mayfield,,
Conspiracy Theory,Warner Bros.,Warner Bros.,Thriller,12,,Thriller,,R,129,1997,19970808,8,8,0,75982834,135080600, $ ---------------     ,"$75,982,834 ","$135,080,600 ",Richard Donner,,
I Know What You Did Last Summer,Sony Pictures,Sony Pictures,Horror,8,,Horror,,R,101,1997,19971017,10,17,0,72586134,129042000, $ ---------------     ,"$72,586,134 ","$129,042,000 ",Jim Gillespie,,
The Empire Strikes Back (Special Edition),Fox,Fox,"Sci-Fi, Fantasy",11,7,Sci-Fi,Fantasy,PG,129,1997,19970221,2,21,0,67597694,120173700, $ ---------------     ,"$67,597,694 ","$120,173,700 ",Irvin Kershner,,
Dante's Peak,Universal,Universal,"Action, Drama",0,6,Action,Drama,PG-13,109,1997,19970207,2,7,116000000,67127760,119338200,"$116,000,000 ","$67,127,760 ","$119,338,200 ",Roger Donaldson,,
Anaconda,Sony Pictures,Sony Pictures,Horror,8,,Horror,,PG-13,89,1997,19970411,4,11,0,65885767,117130300, $ ---------------     ,"$65,885,767 ","$117,130,300 ",Luis Llosa,,
L.A. Confidential,Warner Bros.,Warner Bros.,"Crime, Drama",4,6,Crime,Drama,R,138,1997,19970919,9,19,0,64616940,113571300, $ ---------------     ,"$64,616,940 ","$113,571,300 ",Curtis Hanson,,
In & Out,Paramount Pictures,Paramount Pictures,Comedy,3,,Comedy,,PG-13,92,1997,19970919,9,19,35000000,63856929,113523400,"$35,000,000 ","$63,856,929 ","$113,523,400 ",Frank Oz,,
Saving Private Ryan,DreamWorks,DreamWorks,War,13,,War,,R,170,1998,19980724,7,24,70000000,216540909,373296100,"$70,000,000 ","$216,540,909 ","$373,296,100 ",Steven Spielberg,,
Armageddon,Buena Vista,Buena Vista,"Sci-Fi, Action",11,0,Sci-Fi,Action,PG-13,144,1998,19980701,7,1,140000000,201578182,350720200,"$140,000,000 ","$201,578,182 ","$350,720,200 ",Michael Bay,,
There's Something About Mary,Fox,Fox,"Romance, Comedy",10,3,Romance,Comedy,R,119,1998,19980715,7,15,23000000,176484651,305825600,"$23,000,000 ","$176,484,651 ","$305,825,600 ",The Farrelly Bros.,,
A Bug's Life,Buena Vista,Buena Vista,Animation,2,,Animation,,G,96,1998,19981120,11,20,120000000,162798565,278545700,"$120,000,000 ","$162,798,565 ","$278,545,700 ",John Lasseter,,
The Waterboy,Buena Vista,Buena Vista,Comedy,3,,Comedy,,PG-13,90,1998,19981106,11,6,23000000,161491646,279158700,"$23,000,000 ","$161,491,646 ","$279,158,700 ",Frank Coraci,,
Doctor Dolittle,Fox,Fox,Comedy,3,,Comedy,,PG-13,85,1998,19980626,6,26,0,144156605,250814100, $ ---------------     ,"$144,156,605 ","$250,814,100 ",Betty Thomas,,
Rush Hour,New Line,Other,"Action, Comedy",0,3,Action,Comedy,PG-13,97,1998,19980918,9,18,33000000,141186864,243880800,"$33,000,000 ","$141,186,864 ","$243,880,800 ",Brett Ratner,,
Deep Impact,Paramount Pictures,Paramount Pictures,"Action, Drama",0,6,Action,Drama,PG-13,120,1998,19980508,5,8,0,140464664,244390500, $ ---------------     ,"$140,464,664 ","$244,390,500 ",Mimi Leder,,
Godzilla,Sony Pictures,Sony Pictures,"Sci-Fi, Action",11,0,Sci-Fi,Action,PG-13,140,1998,19980520,5,20,130000000,136314294,237169400,"$130,000,000 ","$136,314,294 ","$237,169,400 ",Roland Emmerich,,
Patch Adams,Universal,Universal,"Comedy, Drama",3,6,Comedy,Drama,PG-13,115,1998,19981225,12,25,90000000,135026902,223097300,"$90,000,000 ","$135,026,902 ","$223,097,300 ",Tom Shadyac,,
Lethal Weapon 4,Warner Bros.,Warner Bros.,"Action, Comedy",0,3,Action,Comedy,R,127,1998,19980710,7,10,140000000,130444603,226956900,"$140,000,000 ","$130,444,603 ","$226,956,900 ",Richard Donner,,
The Truman Show,Paramount Pictures,Paramount Pictures,"Comedy, Drama",3,6,Comedy,Drama,PG,103,1998,19980605,6,5,0,125618201,218559600, $ ---------------     ,"$125,618,201 ","$218,559,600 ",Peter Weir,,
Mulan,Buena Vista,Buena Vista,Animation,2,,Animation,,G,88,1998,19980619,6,19,0,120620254,209863800, $ ---------------     ,"$120,620,254 ","$209,863,800 ","Tony Bancroft, Barry Cook",,
You've Got Mail,Warner Bros.,Warner Bros.,"Romance, Comedy",10,3,Romance,Comedy,PG,119,1998,19981218,12,18,65000000,115821495,194560900,"$65,000,000 ","$115,821,495 ","$194,560,900 ",Nora Ephron,,
Enemy of the State,Buena Vista,Buena Vista,"Action, Thriller",0,12,Action,Thriller,R,131,1998,19981120,11,20,90000000,111549836,191474800,"$90,000,000 ","$111,549,836 ","$191,474,800 ",Tony Scott,,
The Prince of Egypt,DreamWorks,DreamWorks,Animation,2,,Animation,,PG,99,1998,19981218,12,18,70000000,101413188,170260700,"$70,000,000 ","$101,413,188 ","$170,260,700 ","Brenda Chapman, Simon Wells",,
The Rugrats Movie,Paramount Pictures,Paramount Pictures,Animation,2,,Animation,,G,81,1998,19981120,11,20,24000000,100494675,172969300,"$24,000,000 ","$100,494,675 ","$172,969,300 ","Igor Kovalyov, Norton Virgien",,
Shakespeare in Love,Miramax,Other,Comedy,3,,Comedy,,R,123,1998,19981211,12,11,25000000,100317794,161842900,"$25,000,000 ","$100,317,794 ","$161,842,900 ",John Madden,,
The Mask of Zorro,Sony Pictures,Sony Pictures,Adventure,1,,Adventure,,PG-13,137,1998,19980717,7,17,95000000,94095523,162930000,"$95,000,000 ","$94,095,523 ","$162,930,000 ",Martin Campbell,,
Stepmom,Sony Pictures,Sony Pictures,"Comedy, Drama",3,6,Comedy,Drama,PG-13,125,1998,19981225,12,25,50000000,91137662,151127600,"$50,000,000 ","$91,137,662 ","$151,127,600 ",Chris Columbus,,
Antz,DreamWorks,DreamWorks,Animation,2,,Animation,,PG,84,1998,19981002,10,2,105000000,90757863,157628000,"$105,000,000 ","$90,757,863 ","$157,628,000 ","Eric Darnell, Tim Johnson",,
Everest (IMAX),MacGillivray Freeman Films,Other,Documentary,5,,Documentary,,Unrated,45,1998,19980306,3,6,0,87178599,135266400, $ ---------------     ,"$87,178,599 ","$135,266,400 ","David Breashears, Stephen Judson, Greg MacGillivray",,
The X-Files,Fox,Fox,"Sci-Fi, Thriller",11,12,Sci-Fi,Thriller,PG-13,121,1998,19980619,6,19,0,83898313,157628000, $ ---------------     ,"$83,898,313 ","$157,628,000 ",Rob Bowman,,
The Wedding Singer,New Line,Other,"Romance, Comedy",10,3,Romance,Comedy,PG-13,110,1998,19980213,2,13,18000000,80245725,139617300,"$18,000,000 ","$80,245,725 ","$139,617,300 ",Frank Coraci,,
City of Angels,Warner Bros.,Warner Bros.,Romance,10,,Romance,,PG-13,114,1998,19980410,4,10,0,78685114,136902000, $ ---------------     ,"$78,685,114 ","$136,902,000 ",Brad Silberling,,
Star Wars: Episode I - The Phantom Menace,Fox,Fox,"Sci-Fi, Fantasy",11,7,Sci-Fi,Fantasy,PG,133,1999,19990519,5,19,115000000,431088295,692178600,"$115,000,000 ","$431,088,295 ","$692,178,600 ",George Lucas,,
The Sixth Sense,Buena Vista,Buena Vista,Horror,8,,Horror,,PG-13,107,1999,19990806,8,6,40000000,293506292,469845700,"$40,000,000 ","$293,506,292 ","$469,845,700 ",M. Night Shyamalan,,
Toy Story 2,Buena Vista,Buena Vista,Animation,2,,Animation,,G,92,1999,19991119,11,19,90000000,245852179,390346000,"$90,000,000 ","$245,852,179 ","$390,346,000 ",John Lasseter,,
Austin Powers: The Spy Who Shagged Me,New Line,Other,Comedy,3,,Comedy,,PG-13,95,1999,19990611,6,11,33000000,206040086,330962000,"$33,000,000 ","$206,040,086 ","$330,962,000 ",Jay Roach,,
The Matrix,Warner Bros.,Warner Bros.,"Sci-Fi, Action",11,0,Sci-Fi,Action,R,136,1999,19990331,3,31,63000000,171479930,275448100,"$63,000,000 ","$171,479,930 ","$275,448,100 ",Andy & Lana Wachowski,,
Tarzan,Buena Vista,Buena Vista,Animation,2,,Animation,,G,88,1999,19990616,6,16,130000000,171091819,274775100,"$130,000,000 ","$171,091,819 ","$274,775,100 ","Chris Buck, Kevin Lima",,
Big Daddy,Sony Pictures,Sony Pictures,Comedy,3,,Comedy,,PG-13,93,1999,19990625,6,25,34200000,163479795,262597500,"$34,200,000 ","$163,479,795 ","$262,597,500 ",Dennis Dugan,,
The Mummy,Universal,Universal,Adventure,1,,Adventure,,PG-13,124,1999,19990507,5,7,80000000,155385488,249595600,"$80,000,000 ","$155,385,488 ","$249,595,600 ",Stephen Sommers,,
Runaway Bride,Paramount Pictures,Paramount Pictures,"Romance, Comedy",10,3,Romance,Comedy,PG,116,1999,19990730,7,30,70000000,152257509,244546600,"$70,000,000 ","$152,257,509 ","$244,546,600 ",Garry Marshall,,
The Blair Witch Project,Artisan,Other,Horror,8,,Horror,,R,86,1999,19990716,7,16,60000,140539099,225747800,"$60,000 ","$140,539,099 ","$225,747,800 ","Daniel Myrick, Eduardo Sê_ê_nchez",,
Stuart Little,Sony Pictures,Sony Pictures,Adventure,1,,Adventure,,PG,84,1999,19991217,12,17,133000000,140035367,217857000,"$133,000,000 ","$140,035,367 ","$217,857,000 ",Rob Minkoff,,
The Green Mile,Warner Bros.,Warner Bros.,Drama,6,,Drama,,R,188,1999,19991210,12,10,60000000,136801374,213101900,"$60,000,000 ","$136,801,374 ","$213,101,900 ",Frank Darabont,,
American Beauty,DreamWorks,DreamWorks,Drama,6,,Drama,,R,122,1999,19990915,9,15,15000000,130096601,203470000,"$15,000,000 ","$130,096,601 ","$203,470,000 ",Sam Mendes,,
The World Is Not Enough,MGM,Other,Action,0,,Action,,PG-13,128,1999,19991119,11,19,135000000,126943684,202807000,"$135,000,000 ","$126,943,684 ","$202,807,000 ",Michael Apted,,
Double Jeopardy,Paramount Pictures,Paramount Pictures,Thriller,12,,Thriller,,R,105,1999,19990924,9,24,70000000,116741558,187266200,"$70,000,000 ","$116,741,558 ","$187,266,200 ",Bruce Beresford,,
Notting Hill,Universal,Universal,"Romance, Comedy",10,3,Romance,Comedy,PG-13,124,1999,19990528,5,28,42000000,116089678,186474800,"$42,000,000 ","$116,089,678 ","$186,474,800 ",Roger Michell,,
Wild Wild West,Warner Bros.,Warner Bros.,"Western, Comedy",14,3,Western,Comedy,PG-13,107,1999,19990630,6,30,170000000,113804681,182804400,"$170,000,000 ","$113,804,681 ","$182,804,400 ",Barry Sonnenfeld,,
Analyze This,Warner Bros.,Warner Bros.,"Crime, Comedy",4,3,Crime,Comedy,R,103,1999,19990305,3,5,80000000,106885658,171690400,"$80,000,000 ","$106,885,658 ","$171,690,400 ",Harold Ramis,,
The General's Daughter,Paramount Pictures,Paramount Pictures,Thriller,12,,Thriller,,R,117,1999,19990618,6,18,95000000,102705852,164976300,"$95,000,000 ","$102,705,852 ","$164,976,300 ",Simon West,,
American Pie,Universal,Universal,Comedy,3,,Comedy,,R,95,1999,19990709,7,9,11000000,102561004,164743600,"$11,000,000 ","$102,561,004 ","$164,743,600 ","Paul Weitz, Chris Weitz",,
Sleepy Hollow,Paramount Pictures,Paramount Pictures,Horror,8,,Horror,,R,105,1999,19991119,11,19,100000000,101071502,161446800,"$100,000,000 ","$101,071,502 ","$161,446,800 ",Tim Burton,,
Inspector Gadget,Buena Vista,Buena Vista,Adventure,1,,Adventure,,PG,78,1999,19990723,7,23,90000000,97403112,156458500,"$90,000,000 ","$97,403,112 ","$156,458,500 ",David Kellogg,,
The Haunting,DreamWorks,DreamWorks,Horror,8,,Horror,,PG-13,113,1999,19990723,7,23,80000000,91411151,146833700,"$80,000,000 ","$91,411,151 ","$146,833,700 ",Jan DeBont,,
Entrapment,Fox,Fox,"Romance, Thriller",10,12,Romance,Thriller,PG-13,113,1999,19990430,4,30,66000000,87704396,140879500,"$66,000,000 ","$87,704,396 ","$140,879,500 ",Jon Amiel,,
Pokemon: The First Movie,Warner Bros.,Warner Bros.,Animation,2,,Animation,,G,96,1999,19991110,11,10,30000000,85744662,137563600,"$30,000,000 ","$85,744,662 ","$137,563,600 ","Kunihiko Yuyama, Michael Haigney",,
How the Grinch Stole Christmas,Universal,Universal,Comedy,3,,Comedy,,PG,104,2000,20001117,11,17,123000000,260044825,392551700,"$123,000,000 ","$260,044,825 ","$392,551,700 ",Ron Howard,,
Cast Away,Fox,Fox,Drama,6,,Drama,,PG-13,143,2000,20001222,12,22,90000000,233632142,341856600,"$90,000,000 ","$233,632,142 ","$341,856,600 ",Robert Zemeckis,,
Mission: Impossible II,Paramount Pictures,Paramount Pictures,Action,0,,Action,,PG-13,123,2000,20000524,5,24,125000000,215409889,326112200,"$125,000,000 ","$215,409,889 ","$326,112,200 ",John Woo,,
Gladiator,DreamWorks,DreamWorks,"Action, Drama",0,6,Action,Drama,R,155,2000,20000505,5,5,103000000,187705427,284082600,"$103,000,000 ","$187,705,427 ","$284,082,600 ",Ridley Scott,,
What Women Want,Paramount Pictures,Paramount Pictures,"Fantasy, Comedy",7,3,Fantasy,Comedy,PG-13,127,2000,20001215,12,15,70000000,182811707,270011900,"$70,000,000 ","$182,811,707 ","$270,011,900 ",Nancy Meyers,,
The Perfect Storm,Warner Bros.,Warner Bros.,"Action, Drama",0,6,Action,Drama,PG-13,129,2000,20000630,6,30,140000000,182618434,276468700,"$140,000,000 ","$182,618,434 ","$276,468,700 ",Wolfgang Petersen,,
Meet the Parents,Universal,Universal,Comedy,3,,Comedy,,PG-13,108,2000,20001006,10,6,55000000,166244045,251267800,"$55,000,000 ","$166,244,045 ","$251,267,800 ",Jay Roach,,
X-Men,Fox,Fox,"Action, Adventure",0,1,Action,Adventure,PG-13,104,2000,20000714,7,14,75000000,157299717,238138400,"$75,000,000 ","$157,299,717 ","$238,138,400 ",Bryan Singer,,
Scary Movie,Miramax,Other,"Horror, Comedy",8,3,Horror,Comedy,R,88,2000,20000707,7,7,19000000,157019771,237714500,"$19,000,000 ","$157,019,771 ","$237,714,500 ",Keenen Ivory Wayans,,
What Lies Beneath,DreamWorks,DreamWorks,Horror,8,,Horror,,PG-13,130,2000,20000721,7,21,100000000,155464351,235349800,"$100,000,000 ","$155,464,351 ","$235,349,800 ",Robert Zemeckis,,
Dinosaur,Buena Vista,Buena Vista,Animation,2,,Animation,,PG,82,2000,20000519,5,19,127500000,137748063,208538800,"$127,500,000 ","$137,748,063 ","$208,538,800 ",Hayden Panettiere,,
Erin Brockovich,Universal,Universal,Drama,6,,Drama,,R,130,2000,20000317,3,17,52000000,125595205,190140400,"$52,000,000 ","$125,595,205 ","$190,140,400 ",Steven Soderbergh,,
Charlie's Angels,Sony Pictures,Sony Pictures,"Action, Comedy",0,3,Action,Comedy,PG-13,98,2000,20001103,11,3,93000000,125305545,189488300,"$93,000,000 ","$125,305,545 ","$189,488,300 ",Joseph McGinty Nichol,,
Traffic,USA Films,Other,"Crime, Drama",4,6,Crime,Drama,R,147,2000,20001227,12,27,0,124115725,178945900, $ ---------------     ,"$124,115,725 ","$178,945,900 ",Steven Soderbergh,,
The Nutty Professor II: The Klumps,Universal,Universal,Comedy,3,,Comedy,,PG-13,106,2000,20000728,7,28,84000000,123309890,186679700,"$84,000,000 ","$123,309,890 ","$186,679,700 ",Peter Segal,,
Big Momma's House,Fox,Fox,"Action, Comedy",0,3,Action,Comedy,PG-13,98,2000,20000602,6,2,30000000,117559438,177975000,"$30,000,000 ","$117,559,438 ","$177,975,000 ",Raja Gosnell,,
Remember the Titans,Buena Vista,Buena Vista,Drama,6,,Drama,,PG,113,2000,20000929,9,29,30000000,115654751,174919100,"$30,000,000 ","$115,654,751 ","$174,919,100 ",Boaz Yakin,,
The Patriot,Sony Pictures,Sony Pictures,War,13,,War,,R,164,2000,20000628,6,28,110000000,113330342,171572500,"$110,000,000 ","$113,330,342 ","$171,572,500 ",Roland Emmerich,,
Chicken Run,DreamWorks,DreamWorks,Animation,2,,Animation,,G,84,2000,20000623,6,23,45000000,106834564,161738400,"$45,000,000 ","$106,834,564 ","$161,738,400 ",Peter Lord,,
Miss Congeniality,Warner Bros.,Warner Bros.,"Action, Comedy",0,3,Action,Comedy,PG-13,109,2000,20001222,12,22,45000000,106807667,155948900,"$45,000,000 ","$106,807,667 ","$155,948,900 ",Donald Petrie,,
Gone in 60 Seconds,Buena Vista,Buena Vista,Action,0,,Action,,PG-13,117,2000,20000609,6,9,90000000,101648571,153887300,"$90,000,000 ","$101,648,571 ","$153,887,300 ",Dominic Sena,,
Unbreakable,Buena Vista,Buena Vista,Thriller,12,,Thriller,,PG-13,106,2000,20001122,11,22,75000000,95011339,143328900,"$75,000,000 ","$95,011,339 ","$143,328,900 ",M. Night Shyamalan,,
"Me, Myself and Irene",Fox,Fox,Comedy,3,,Comedy,,R,116,2000,20000623,6,23,51000000,90570999,137116800,"$51,000,000 ","$90,570,999 ","$137,116,800 ",The Farrelly Bros.,,
Space Cowboys,Warner Bros.,Warner Bros.,"Action, Thriller",0,12,Action,Thriller,PG-13,130,2000,20000804,8,4,65000000,90464773,136913400,"$65,000,000 ","$90,464,773 ","$136,913,400 ",Clint Eastwood,,
The Emperor's New Groove,Buena Vista,Buena Vista,Animation,2,,Animation,,G,78,2000,20001215,12,15,100000000,89302687,131357700,"$100,000,000 ","$89,302,687 ","$131,357,700 ",Mark Dindal,,
Harry Potter and the Sorcerer's Stone,Warner Bros.,Warner Bros.,Fantasy,7,,Fantasy,,PG,153,2001,20011116,11,16,125000000,317575550,456249900,"$125,000,000 ","$317,575,550 ","$456,249,900 ",Chris Columbus,,
The Lord of the Rings: The Fellowship of the Ring,New Line,Other,Fantasy,7,,Fantasy,,PG-13,178,2001,20011219,12,19,93000000,313364114,444473200,"$93,000,000 ","$313,364,114 ","$444,473,200 ",Peter Jackson,,
Shrek,DreamWorks,DreamWorks,Animation,2,,Animation,,PG,90,2001,20010516,5,16,60000000,267665011,385891600,"$60,000,000 ","$267,665,011 ","$385,891,600 ",Andrew Adamson,,
"Monsters, Inc.",Buena Vista,Buena Vista,Animation,2,,Animation,,G,90,2001,20011102,11,2,115000000,255873250,367919000,"$115,000,000 ","$255,873,250 ","$367,919,000 ","Pete Docter, David Silverman, Lee Unkrich",,
Rush Hour 2,New Line,Other,"Action, Comedy",0,3,Action,Comedy,PG-13,90,2001,20010803,8,3,90000000,226164286,326060200,"$90,000,000 ","$226,164,286 ","$326,060,200 ",Brett Ratner,,
The Mummy Returns,Universal,Universal,Adventure,1,,Adventure,,PG-13,130,2001,20010504,5,4,98000000,202019785,326060200,"$98,000,000 ","$202,019,785 ","$326,060,200 ",Stephen Sommers,,
Pearl Harbor,Buena Vista,Buena Vista,War,13,,War,,PG-13,183,2001,20010525,5,25,140000000,198542554,286238000,"$140,000,000 ","$198,542,554 ","$286,238,000 ",Michael Bay,,
Ocean's Eleven,Warner Bros.,Warner Bros.,"Crime, Comedy",4,3,Crime,Comedy,PG-13,116,2001,20011207,12,7,85000000,183417150,261729900,"$85,000,000 ","$183,417,150 ","$261,729,900 ",Steven Soderbergh,,
Jurassic Park III,Universal,Universal,"Sci-Fi, Horror",11,8,Sci-Fi,Horror,PG-13,92,2001,20010718,7,18,93000000,181171875,261194800,"$93,000,000 ","$181,171,875 ","$261,194,800 ",Joe Johnston,,
Planet of the Apes (2001),Fox,Fox,"Sci-Fi, Action",11,0,Sci-Fi,Action,PG-13,119,2001,20010727,7,27,100000000,180011740,259509500,"$100,000,000 ","$180,011,740 ","$259,509,500 ",Tim Burton,,
A Beautiful Mind,Universal,Universal,Drama,6,,Drama,,PG-13,136,2001,20011221,12,21,58000000,170742341,240024100,"$58,000,000 ","$170,742,341 ","$240,024,100 ",Ron Howard,,
Hannibal,MGM,Other,Thriller,12,,Thriller,,R,131,2001,20010209,2,9,87000000,165092268,238012900,"$87,000,000 ","$165,092,268 ","$238,012,900 ",Ridley Scott,,
American Pie 2,Universal,Universal,Comedy,3,,Comedy,,R,104,2001,20010810,8,10,30000000,145103595,209195300,"$30,000,000 ","$145,103,595 ","$209,195,300 ",David H. Steinberg,,
The Fast and the Furious,Universal,Universal,Action,0,,Action,,PG-13,106,2001,20010622,6,22,38000000,144533925,208374000,"$38,000,000 ","$144,533,925 ","$208,374,000 ",Rob Cohen,,
Lara Croft: Tomb Raider,Paramount Pictures,Paramount Pictures,"Action, Adventure",0,1,Action,Adventure,PG-13,100,2001,20010615,6,15,115000000,131168070,189104500,"$115,000,000 ","$131,168,070 ","$189,104,500 ",Simon West,,
Dr. Dolittle 2,Fox,Fox,Comedy,3,,Comedy,,PG,87,2001,20010622,6,22,70000000,112952899,162843800,"$70,000,000 ","$112,952,899 ","$162,843,800 ",Steve Carr,,
Spy Kids,Miramax,Other,Adventure,1,,Adventure,,PG,88,2001,20010330,3,30,35000000,112719001,162506500,"$35,000,000 ","$112,719,001 ","$162,506,500 ",Robert Rodriguez,,
Black Hawk Down,Sony (Revolution),Sony,War,13,,War,,R,144,2001,20011228,12,28,92000000,108638745,152580400,"$92,000,000 ","$108,638,745 ","$152,580,400 ",Ridley Scott,,
The Princess Diaries,Buena Vista,Buena Vista,Comedy,3,,Comedy,,G,114,2001,20010803,8,3,26000000,108248956,156057300,"$26,000,000 ","$108,248,956 ","$156,057,300 ",Garry Marshall,,
Vanilla Sky,Paramount Pictures,Paramount Pictures,Thriller,12,,Thriller,,R,135,2001,20011214,12,14,68000000,100618344,143364700,"$68,000,000 ","$100,618,344 ","$143,364,700 ",Cameron Crowe,,
The Others,Miramax,Other,Horror,8,,Horror,,PG-13,101,2001,20010810,8,10,17000000,96522687,139156400,"$17,000,000 ","$96,522,687 ","$139,156,400 ",Alejandro Amenabar,,
Legally Blonde,MGM,Other,Comedy,3,,Comedy,,PG-13,96,2001,20010713,7,13,18000000,96520674,139153500,"$18,000,000 ","$96,520,674 ","$139,153,500 ",Robert Luketic,,
